만족도,단어,빈도수
420,만족,직접,57
421,만족,겉,57
422,만족,에토프,56
423,만족,꽤,56
424,만족,이름,56
425,만족,이유,55
426,만족,기간,54
427,만족,그거,54
428,만족,더욱,54
429,만족,임,54
430,만족,까지,54
431,만족,상담,54
432,만족,혹시,53
433,만족,악,53
434,만족,손편지,53
435,만족,선택,53
436,만족,직구,53
437,만족,바,52
438,만족,등,52
439,만족,작고,52
440,만족,주머니,52
441,만족,뭔가,52
442,만족,왓,51
443,만족,부들부들,51
444,만족,실,51
445,만족,아들,51
446,만족,삿,51
447,만족,장,51
448,만족,사면,51
449,만족,편지,51
450,만족,인기,50
451,만족,쫌,50
452,만족,이정,50
453,만족,덕분,50
454,만족,일반,50
455,만족,사이트,50
456,만족,고정,50
457,만족,유용,49
458,만족,옆,49
459,만족,첨,49
460,만족,몇개,49
461,만족,모든,49
462,만족,무배,49
463,만족,사장,49
464,만족,조절,49
465,만족,한철,49
466,만족,은근,49
467,만족,티나,48
468,만족,아기,48
469,만족,어제,48
470,만족,머리,48
471,만족,면,48
472,만족,차,48
473,만족,왕관,48
474,만족,내부,47
475,만족,중간,47
476,만족,그것,47
477,만족,지인,47
478,만족,이구,47
479,만족,진,47
480,만족,딸,46
481,만족,음,46
482,만족,여자친구,46
483,만족,너무나,46
484,만족,뒤꿈치,46
485,만족,달,45
486,만족,땐,45
487,만족,리본,45
488,만족,내,45
489,만족,끝,45
490,만족,길,45
491,만족,글,45
492,만족,그게,45
493,만족,빛,44
494,만족,반품,44
495,만족,탄탄,44
496,만족,종이,44
497,만족,옹,44
498,만족,톡톡,44
499,만족,모델,44
500,만족,움,44
501,만족,밑,44
502,만족,덜,44
503,만족,두번째,43
504,만족,당일,43
505,만족,가장,43
506,만족,통,43
507,만족,매치,43
508,만족,회사,43
509,만족,그린,43
510,만족,오히려,43
511,만족,그레이,43
512,만족,오프라인,43
513,만족,은,43
514,만족,남자,43
515,만족,책,43
516,만족,코,43
517,만족,먼저,42
518,만족,실리콘,42
519,만족,총알,42
520,만족,베란다,42
521,만족,욤,42
522,만족,칼,42
523,만족,안보,41
524,만족,용이,41
525,만족,타,41
526,만족,밑창,41
527,만족,바지,41
528,만족,주얼,41
529,만족,아빠,41
530,만족,이니셜,41
531,만족,물집,41
532,만족,신해,41
533,만족,언니,41
534,만족,연휴,41
535,만족,개인,41
536,만족,반신반의,41
537,만족,원,41
538,만족,명품,40
539,만족,만큼,40
540,만족,칼발,40
541,만족,갈색,40
542,만족,꽉,40
543,만족,주변,40
544,만족,찾기,40
545,만족,맛,40
546,만족,잘못,40
547,만족,돌잔치,40
548,만족,은색,40
549,만족,결제,39
550,만족,이뿌,39
551,만족,젤,39
552,만족,스트랩,39
553,만족,연락,39
554,만족,만,39
555,만족,단,39
556,만족,위,39
557,만족,템,39
558,만족,오오,38
559,만족,디,38
560,만족,가품,38
561,만족,민트,38
562,만족,사이,38
563,만족,워낙,38
564,만족,검색,38
565,만족,백,38
