만족도,단어,빈도수
1017,만족,정성,6
1018,만족,재고,6
1019,만족,평보,6
1020,만족,고사,6
1021,만족,냉감쿨,6
1022,만족,대체,6
1023,만족,원플러스원,6
1024,만족,옴,6
1025,만족,효,6
1026,만족,뒷,6
1027,만족,도해,6
1028,만족,동네,6
1029,만족,렷,6
1030,만족,렁,6
1031,만족,꽃,6
1032,만족,모노,6
1033,만족,디쟌,6
1034,만족,장점,6
1035,만족,용도,6
1036,만족,심해,6
1037,만족,방금,6
1038,만족,마트,6
1039,만족,플러스,6
1040,만족,남자친구,6
1041,만족,저번,6
1042,만족,예뿌네,6
1043,만족,왓어,6
1044,만족,캐릭터,6
1045,만족,늣,6
1046,만족,도딱,6
1047,만족,빗,6
1048,만족,슬림하,6
1049,만족,깨,6
1050,만족,그닥,6
1051,만족,몸통,6
1052,만족,와이드,6
1053,만족,정가,6
1054,만족,려고,6
1055,만족,출고,6
1056,만족,러,6
1057,만족,기전,6
1058,만족,뿜,6
1059,만족,넥,6
1060,만족,성비,6
1061,만족,온라인,6
1062,만족,드림캐쳐,6
1063,만족,일부러,6
1064,만족,공,6
1065,만족,반신반의,6
1066,만족,먼지,6
1067,만족,전이,6
1068,만족,합,6
1069,만족,무조건,6
1070,만족,치,6
1071,만족,슥,6
1072,만족,생,6
1073,만족,앞쪽,6
1074,만족,매하,6
1075,만족,상세,6
1076,만족,배송비,6
1077,만족,혹,6
1078,만족,둘째,6
1079,만족,배부,6
1080,만족,글구,6
1081,만족,조이,6
1082,만족,손글씨,6
1083,만족,친정,6
1084,만족,뒷쪽,6
1085,만족,예버,6
1086,만족,밖,6
1087,만족,마냥,6
1088,만족,슈,6
1089,만족,선도,6
1090,만족,밋밋,6
1091,만족,포,6
1092,만족,라지,6
1093,만족,순간,6
1094,만족,두툼,6
1095,만족,튜,6
1096,만족,군데,6
1097,만족,빨강이,6
1098,만족,초이스,6
1099,만족,꼬임,6
1100,만족,월,6
1101,만족,라면,6
1102,만족,성공,6
1103,만족,무리,6
1104,만족,냉,6
1105,만족,화장,6
1106,만족,요기,6
1107,만족,이티,6
1108,만족,노,6
1109,만족,브라운,6
1110,만족,평상시,6
1111,만족,적당,6
1112,만족,라라,6
1113,만족,당황,6
1114,만족,얘,6
1115,만족,도전,6
1116,만족,조절,6
1117,만족,부정,6
1118,만족,어차피,6
1119,만족,퍼프,6
1120,만족,잠깐,6
1121,만족,신고,6
1122,만족,딘,6
1123,만족,세상,6
1124,만족,머,6
1125,만족,거나,5
1126,만족,만삭,5
1127,만족,밥,5
1128,만족,세영,5
1129,만족,마이,5
1130,만족,뒤쪽,5
1131,만족,요강,5
1132,만족,닥,5
1133,만족,주일,5
1134,만족,금요일,5
1135,만족,여리핏,5
1136,만족,셋트,5
1137,만족,비올,5
1138,만족,아우라,5
1139,만족,남,5
1140,만족,이신,5
1141,만족,톡,5
1142,만족,스티커,5
1143,만족,흐물흐물,5
1144,만족,바지라,5
1145,만족,키도,5
1146,만족,넥라인,5
1147,만족,이나,5
1148,만족,까슬,5
1149,만족,한해,5
1150,만족,아예,5
1151,만족,지네,5
1152,만족,아우,5
1153,만족,감안,5
1154,만족,오전,5
1155,만족,생기,5
1156,만족,기모,5
1157,만족,활동,5
1158,만족,즈,5
1159,만족,덕,5
1160,만족,브이넥,5
1161,만족,요가,5
1162,만족,시어머니,5
1163,만족,나니,5
1164,만족,스퇄,5
1165,만족,친정엄마,5
1166,만족,혼자,5
1167,만족,도하,5
1168,만족,개봉,5
1169,만족,대로,5
1170,만족,씨,5
1171,만족,계열,5
1172,만족,목도,5
1173,만족,우어,5
1174,만족,운동,5
1175,만족,소리,5
1176,만족,빠,5
1177,만족,신경안,5
1178,만족,예뻣,5
1179,만족,뻔,5
1180,만족,슬라브,5
1181,만족,큰일,5
1182,만족,슬림,5
1183,만족,고시원,5
1184,만족,도안,5
1185,만족,카라,5
1186,만족,똑,5
1187,만족,최애,5
1188,만족,제니,5
1189,만족,휴가,5
1190,만족,준비,5
1191,만족,츄,5
1192,만족,마무리,5
1193,만족,고객,5
1194,만족,냉장고바지,5
1195,만족,적,5
1196,만족,어린이집,5
1197,만족,요청,5
1198,만족,느렷,5
1199,만족,열,5
1200,만족,심,5
1201,만족,곤색,5
1202,만족,쫀쫀해,5
1203,만족,출근,5
1204,만족,쵝오,5
1205,만족,지지,5
1206,만족,네이버,5
1207,만족,오렌지색,5
1208,만족,흡수,5
1209,만족,애도,5
1210,만족,폭주,5
1211,만족,뷔스티,5
1212,만족,사주,5
1213,만족,걸렷,5
1214,만족,아아,5
1215,만족,언제,5
1216,만족,휴일,5
1217,만족,안쪽,5
1218,만족,모던,5
1219,만족,겨드랑이,5
1220,만족,예뻐욤,5
1221,만족,튤립,5
1222,만족,단아,5
1223,만족,밑위,5
1224,만족,여요,5
1225,만족,애가,5
1226,만족,소장,5
1227,만족,위로,5
1228,만족,하트,5
1229,만족,물씬,5
1230,만족,망,5
1231,만족,강,5
1232,만족,레몬,5
1233,만족,인쇄,5
1234,만족,초가을,5
1235,만족,예뽀,5
1236,만족,대충,5
1237,만족,성은,5
1238,만족,채,5
1239,만족,김,5
1240,만족,여러가지,5
1241,만족,나들이,5
1242,만족,디테일,5
