만족도,단어,빈도수
1278,만족,완료,34
1279,만족,라이,34
1280,만족,응,34
1281,만족,건가,34
1282,만족,크리스탈,34
1283,만족,다이소,34
1284,만족,과,34
1285,만족,이도,34
1286,만족,탓,34
1287,만족,여조,34
1288,만족,불안,34
1289,만족,한결,34
1290,만족,남자,33
1291,만족,매달,33
1292,만족,살때,33
1293,만족,한장,33
1294,만족,값어치,33
1295,만족,시작,33
1296,만족,아킬레스건,33
1297,만족,체리,33
1298,만족,요건,33
1299,만족,신혼집,33
1300,만족,양쪽,33
1301,만족,이기,33
1302,만족,짜증,33
1303,만족,석,33
1304,만족,데이터,33
1305,만족,고객,33
1306,만족,최애,33
1307,만족,준비,33
1308,만족,도안,33
1309,만족,밴드,33
1310,만족,정성,33
1311,만족,부,33
1312,만족,생기,33
1313,만족,셨,33
1314,만족,삼성,33
1315,만족,견인,33
1316,만족,만점,33
1317,만족,아버님,33
1318,만족,봉지,33
1319,만족,이름,32
1320,만족,완젼,32
1321,만족,이지,32
1322,만족,재고,32
