만족도,단어,빈도수
672,만족,뚝딱,50
673,만족,프리미엄,50
674,만족,무척,50
675,만족,잡고,50
676,만족,그거,50
677,만족,내,50
678,만족,까지,50
679,만족,방,50
680,만족,신해,50
681,만족,이탄,50
682,만족,센치,49
683,만족,어린이날,49
684,만족,이구,49
685,만족,백일,49
686,만족,톰,49
687,만족,벨레,49
688,만족,쫌,49
689,만족,스타일,48
690,만족,총알,48
691,만족,물놀이,48
692,만족,혹시,48
693,만족,쟁,48
694,만족,왼쪽,48
695,만족,마침,48
696,만족,개인,48
697,만족,깊이,47
698,만족,며칠,47
699,만족,도로,47
700,만족,중고,47
701,만족,블루,47
702,만족,차양,47
703,만족,대신,47
704,만족,부터,47
705,만족,울타리,46
706,만족,위생,46
707,만족,파스텔,46
708,만족,감동,46
709,만족,포인트,46
710,만족,핫딜,46
711,만족,터,46
712,만족,만삭,46
713,만족,핸들,46
714,만족,전자렌지,46
715,만족,부실,46
716,만족,젠,46
717,만족,신고,45
718,만족,셋,45
719,만족,한참,45
720,만족,잠자리,45
721,만족,장만,45
722,만족,트러블,45
723,만족,겸,45
724,만족,임,45
725,만족,일찍,45
726,만족,아이보리,45
727,만족,비앤비,45
728,만족,필수품,45
729,만족,해주시,45
730,만족,모든,45
731,만족,워,45
732,만족,착용,44
733,만족,수분,44
734,만족,주기,44
735,만족,메쉬,44
736,만족,소파,44
737,만족,좋아욯,44
738,만족,불량,44
739,만족,패턴,44
740,만족,생일,44
741,만족,세탁기,44
742,만족,안정,44
743,만족,사포,44
744,만족,또한,44
745,만족,몇개,44
746,만족,단,43
747,만족,사면,43
748,만족,작고,43
749,만족,발목,43
750,만족,스토케,43
751,만족,닉,43
752,만족,모습,43
753,만족,추,43
754,만족,똥,43
755,만족,이만,43
756,만족,난리,43
757,만족,하트,43
758,만족,결제,42
759,만족,대야,42
760,만족,이벤트,42
761,만족,마,42
762,만족,마트,42
763,만족,욤,42
764,만족,문의,42
765,만족,윰차,42
766,만족,센서티브,42
767,만족,폴딩,41
768,만족,거기,41
769,만족,스스로,41
770,만족,매장,41
771,만족,집안,41
772,만족,주도,41
773,만족,치,41
774,만족,보스,41
775,만족,원,41
776,만족,노란색,40
777,만족,기기,40
778,만족,조,40
779,만족,잠도,40
780,만족,로만,40
781,만족,분홍색,40
782,만족,가루,40
783,만족,다용,40
784,만족,이지,40
785,만족,쉬,40
786,만족,작년,40
787,만족,삿어,40
788,만족,장도,40
789,만족,은,40
790,만족,장바구니,40
791,만족,통풍,40
792,만족,옹,39
793,만족,음,39
794,만족,물론,39
795,만족,클레,39
796,만족,음식,39
797,만족,처,39
798,만족,물이,39
799,만족,그때,39
800,만족,사업,39
801,만족,어차피,39
802,만족,변형,39
803,만족,길,39
804,만족,준비물,39
805,만족,테이블,39
806,만족,고무,39
807,만족,쌍둥이,38
808,만족,인기,38
809,만족,완성,38
810,만족,플레인,38
811,만족,탄탄,38
812,만족,헤븐,38
813,만족,땜,38
814,만족,수영복,38
815,만족,확인,38
816,만족,치수,38
817,만족,거실,38
818,만족,푹,38
819,만족,내내,38
820,만족,이용,38
821,만족,움,38
822,만족,건조,38
823,만족,연락,38
824,만족,및,38
825,만족,반품,38
826,만족,부착,37
827,만족,더더,37
828,만족,여자아이,37
829,만족,두툼하,37
830,만족,초,37
831,만족,풀,37
832,만족,나들이,37
833,만족,센티,37
834,만족,자동차,37
835,만족,수건,37
836,만족,막상,37
837,만족,칼,37
838,만족,겨,37
839,만족,안전,37
840,만족,몸무게,37
841,만족,친정,37
842,만족,지고,37
843,만족,잘못,37
844,만족,주신,37
845,만족,꽉,36
846,만족,백탁,36
847,만족,오오,36
848,만족,계절,36
849,만족,알록달록,36
850,만족,거치,36
851,만족,바람,36
852,만족,유아식,36
853,만족,외,36
854,만족,대도,36
855,만족,커피,36
856,만족,상자,36
857,만족,작,36
858,만족,몇,36
859,만족,릴,36
860,만족,파시,36
861,만족,삿는데,36
862,만족,올해,36
863,만족,노,36
864,만족,리안,36
865,만족,유연제,36
866,만족,실,36
867,만족,듭,36
868,만족,땡땡,36
869,만족,이케아,36
870,만족,도트,36
871,만족,견고,35
872,만족,기회,35
873,만족,성능,35
874,만족,시기,35
875,만족,리첼,35
876,만족,살균,35
877,만족,개봉,35
878,만족,더블,35
879,만족,연습,35
880,만족,어서,35
881,만족,활,35
882,만족,네이버,35
883,만족,표시,35
884,만족,회색,35
885,만족,양면,35
886,만족,짐,35
887,만족,베이지,34
888,만족,각도,34
889,만족,밖,34
890,만족,현상,34
891,만족,관심,34
892,만족,된거,34
893,만족,설거지,34
894,만족,허그,34
895,만족,아침,34
896,만족,물어,34
897,만족,합리,34
898,만족,가방,34
899,만족,신길,34
900,만족,퓨,34
901,만족,라인,33
902,만족,볼,33
903,만족,직,33
904,만족,대가,33
905,만족,앞뒤,33
906,만족,브라운,33
907,만족,탈,33
908,만족,장점,33
909,만족,그동안,33
910,만족,지난,33
911,만족,왓,33
912,만족,결과,33
913,만족,연두색,33
914,만족,팔이,33
915,만족,강아지,33
916,만족,그로,33
917,만족,병원,33
918,만족,배송비,33
919,만족,한여름,33
920,만족,짜증,32
921,만족,대요,32
922,만족,침,32
923,만족,깨,32
924,만족,아기자기,32
925,만족,인,32
926,만족,려고,32
927,만족,주차,32
928,만족,신어,32
929,만족,썬데이,32
930,만족,놀,32
931,만족,불편,32
932,만족,인지,32
933,만족,만원,32
934,만족,타임,32
935,만족,유아,32
936,만족,개월차,32
937,만족,개미지옥,32
938,만족,오프라인,32
939,만족,자네,32
940,만족,이전,32
941,만족,화장실,31
942,만족,해해,31
943,만족,반,31
944,만족,통통,31
945,만족,현재,31
946,만족,뒤척,31
947,만족,이후,31
948,만족,유통,31
949,만족,려,31
950,만족,코디,31
951,만족,저녁,31
952,만족,평보,31
953,만족,상담,31
954,만족,부,31
955,만족,센시티브,31
956,만족,미미,31
957,만족,제대로,31
958,만족,필로,31
959,만족,섬유,31
960,만족,칫솔,31
961,만족,굿굿굿,31
962,만족,뭘,31
963,만족,반찬,31
964,만족,런가,30
965,만족,만해,30
966,만족,선,30
967,만족,종,30
968,만족,천원,30
969,만족,소,30
970,만족,햇빛,30
971,만족,등등,30
972,만족,채,30
973,만족,내용물,30
974,만족,뿐,30
975,만족,베페,30
976,만족,무조건,30
977,만족,턱,30
978,만족,순면,30
979,만족,전용,30
980,만족,방향,30
981,만족,한결,30
982,만족,대량,30
983,만족,장착,30
984,만족,주위,29
985,만족,범킨스,29
986,만족,도착,29
987,만족,공주,29
988,만족,연,29
989,만족,볼때,29
990,만족,오른쪽,29
991,만족,발진,29
992,만족,앙증,29
993,만족,모,29
994,만족,일주일,29
995,만족,더위,29
996,만족,수도,29
997,만족,편지,29
998,만족,염려,29
999,만족,레드,29
1000,만족,내일,29
1001,만족,연휴,29
1002,만족,기한,29
1003,만족,번갈아,29
1004,만족,네,29
1005,만족,요긴,29
1006,만족,모델,29
1007,만족,핫,29
1008,만족,예정일,28
1009,만족,다가,28
1010,만족,이름,28
1011,만족,이뿌,28
1012,만족,요건,28
1013,만족,부스터,28
1014,만족,는걸,28
1015,만족,낮잠,28
1016,만족,얘기,28
1017,만족,대서,28
1018,만족,방법,28
1019,만족,한지,28
1020,만족,만큼,28
1021,만족,식용,28
1022,만족,천,28
1023,만족,저번,28
1024,만족,넥스,28
1025,만족,발기,28
1026,만족,망,28
1027,만족,발등,28
1028,만족,상큼,28
1029,만족,검정,28
1030,만족,입덧,27
1031,만족,성도,27
1032,만족,무향,27
1033,만족,훨,27
1034,만족,룸,27
1035,만족,유식,27
1036,만족,살이,27
1037,만족,건조기,27
1038,만족,포몽드,27
1039,만족,덕,27
1040,만족,요것,27
1041,만족,발송,27
1042,만족,똑바로,27
1043,만족,영양소,27
1044,만족,사기,27
1045,만족,사도,27
1046,만족,라이트,27
1047,만족,욧,27
1048,만족,베리,27
1049,만족,당장,27
1050,만족,놀이,27
1051,만족,얼마나,27
1052,만족,정착,27
1053,만족,속,27
1054,만족,일도,27
1055,만족,강력,27
1056,만족,백화점,26
1057,만족,보더,26
1058,만족,치마,26
1059,만족,쫀쫀,26
1060,만족,유치원,26
1061,만족,레깅스,26
1062,만족,물품,26
1063,만족,빅도트,26
1064,만족,오후,26
1065,만족,고생,26
1066,만족,사주,26
1067,만족,기이,26
1068,만족,인테리어,26
1069,만족,마이,26
1070,만족,미고,26
1071,만족,대변,26
1072,만족,유팡,26
1073,만족,얼집,26
1074,만족,일자,26
1075,만족,흠,26
1076,만족,규,26
1077,만족,뇨,26
1078,만족,뒷,26
1079,만족,찾기,26
1080,만족,과일,26
1081,만족,르,26
1082,만족,이동,26
1083,만족,작동,26
1084,만족,래미,25
1085,만족,세상,25
1086,만족,가죽,25
1087,만족,다소,25
1088,만족,깜짝,25
1089,만족,칸,25
1090,만족,안보,25
1091,만족,참고,25
1092,만족,보호,25
1093,만족,절대,25
1094,만족,땀띠,25
1095,만족,값,25
1096,만족,주방,25
1097,만족,티바,25
1098,만족,루,25
1099,만족,마자,25
1100,만족,일때,25
1101,만족,온도,24
1102,만족,팔목,24
1103,만족,퍼브,24
1104,만족,위로,24
1105,만족,아담,24
1106,만족,마지막,24
1107,만족,갑자기,24
1108,만족,신기면,24
1109,만족,과자,24
1110,만족,먹이,24
1111,만족,염,24
1112,만족,아보,24
1113,만족,업,24
1114,만족,정사,24
1115,만족,전부,24
1116,만족,이예,24
1117,만족,폭신폭신,24
1118,만족,가족,24
1119,만족,애매,24
1120,만족,킬로,24
1121,만족,네오,24
1122,만족,보구,24
1123,만족,가구,24
1124,만족,대부분,24
1125,만족,센스,24
1126,만족,느,24
1127,만족,지지,24
1128,만족,비도,24
1129,만족,널,24
1130,만족,무료,24
1131,만족,낙,24
1132,만족,거만,24
1133,만족,경우,24
1134,만족,사랑,24
1135,만족,신축,24
1136,만족,분유,24
1137,만족,럼,24
1138,만족,마리,24
1139,만족,가능,23
1140,만족,알약,23
1141,만족,넘김,23
1142,만족,더니,23
1143,만족,일정,23
1144,만족,가을,23
1145,만족,형광,23
1146,만족,상세,23
1147,만족,질감,23
1148,만족,이제야,23
1149,만족,겉,23
1150,만족,묵,23
1151,만족,슬슬,23
1152,만족,타입,23
1153,만족,발림,23
1154,만족,아영,23
1155,만족,핫핑크,23
1156,만족,썬,23
1157,만족,핸드폰,23
1158,만족,강,23
1159,만족,걸이,23
1160,만족,생기,23
1161,만족,수가,23
1162,만족,스티커,23
1163,만족,요걸,23
1164,만족,첨부,23
1165,만족,카,23
1166,만족,동봉,23
1167,만족,난,23
1168,만족,은근,23
1169,만족,고요,23
1170,만족,뒷면,23
1171,만족,라면,23
1172,만족,유해,23
1173,만족,하진,23
1174,만족,생활,23
1175,만족,오래오래,22
1176,만족,쇼,22
1177,만족,답,22
1178,만족,제법,22
1179,만족,퀸,22
1180,만족,담날,22
1181,만족,펜스,22
1182,만족,첫날,22
1183,만족,지도,22
1184,만족,낙하,22
1185,만족,안타,22
1186,만족,계획,22
1187,만족,산책,22
1188,만족,만족도,22
1189,만족,면서,22
1190,만족,요도,22
1191,만족,빨간색,22
1192,만족,합,22
1193,만족,자형,22
1194,만족,에서,22
1195,만족,파,22
1196,만족,사무실,22
1197,만족,접착,22
1198,만족,대한,22
1199,만족,부가,22
1200,만족,굳이,22
1201,만족,옐로우,22
1202,만족,신한,22
1203,만족,답변,22
1204,만족,자국,22
1205,만족,신세계,22
1206,만족,마무리,22
1207,만족,딜로,22
1208,만족,민감,22
1209,만족,오전,22
1210,만족,검정색,22
1211,만족,확,22
1212,만족,띠,22
1213,만족,찌,22
1214,만족,칼라,22
1215,만족,레이스,22
1216,만족,국,22
1217,만족,세번,21
1218,만족,디쟌,21
1219,만족,미니쿠퍼,21
1220,만족,숙면,21
1221,만족,적,21
1222,만족,처럼,21
1223,만족,예비,21
1224,만족,능,21
1225,만족,분홍,21
1226,만족,전동차,21
1227,만족,치카,21
1228,만족,괜,21
1229,만족,블로그,21
1230,만족,찍,21
1231,만족,거품,21
1232,만족,드디어,21
1233,만족,홀더,21
1234,만족,대체,21
1235,만족,습관,21
1236,만족,단지,21
1237,만족,엎,21
1238,만족,금,21
1239,만족,골,21
1240,만족,얼,21
1241,만족,이정,21
1242,만족,축하,21
1243,만족,위험,21
1244,만족,당일,21
1245,만족,파손,21
1246,만족,코,21
1247,만족,스펀지,21
1248,만족,나비,20
1249,만족,제조,20
1250,만족,예민,20
1251,만족,아쉬움,20
1252,만족,피,20
1253,만족,하나로,20
1254,만족,뻔,20
1255,만족,아웃,20
1256,만족,라스트,20
1257,만족,한철,20
1258,만족,놀랬어,20
1259,만족,겨우,20
1260,만족,종합,20
1261,만족,오니,20
1262,만족,잡기,20
1263,만족,법,20
1264,만족,급,20
1265,만족,뉴,20
1266,만족,두운,20
1267,만족,라서,20
1268,만족,태열,20
1269,만족,거나,20
1270,만족,완젼,20
1271,만족,돌이,20
1272,만족,천도,20
1273,만족,초보,20
1274,만족,신상,20
1275,만족,오리,20
1276,만족,프릴,20
1277,만족,싸구려,20
1278,만족,여야,20
1279,만족,세일,20
1280,만족,병,20
1281,만족,향기도,20
1282,만족,순,20
1283,만족,식기,20
1284,만족,서요,20
1285,만족,건가,20
1286,만족,포,20
1287,만족,놀랬,20
1288,만족,나머지,20
1289,만족,분도,20
1290,만족,반신반의,20
1291,만족,보람,20
1292,만족,장난,20
1293,만족,똑,20
1294,만족,매트리스,20
1295,만족,샘플,20
1296,만족,전화,20
1297,만족,쏙쏙,20
1298,만족,어어,20
1299,만족,그날,19
1300,만족,체크,19
1301,만족,분리,19
1302,만족,니삭스,19
1303,만족,쟁여놓,19
1304,만족,아예,19
1305,만족,효,19
1306,만족,지퍼,19
1307,만족,쿠폰,19
1308,만족,첫애때,19
1309,만족,내부,19
1310,만족,지난번,19
1311,만족,나나,19
1312,만족,프린트,19
1313,만족,챙,19
1314,만족,수준,19
1315,만족,사줄껄,19
1316,만족,우유,19
1317,만족,로션,19
1318,만족,박음질,19
1319,만족,하라,19
1320,만족,가면,19
1321,만족,전반,19
1322,만족,레,19
1323,만족,폭풍,19
